"","SurveyID","SiteCode","SiteLatitude","SiteLongitude","Country","SiteName","Location","Depth","SurveyDate","algae","cca","coral","not_used","sand","turf","total","flat","Storage_kg","Accretion_kgyr","GPP_ghr","Calc_ghr","BranchSpace_cm3","OrgGrowth_gyr","BiomassStand_g","Rugosity"
"11",1003291,"USEC17",24.63217,-81.09053,"United States","Delta Shoal Marathon FL","Florida Keys",4.1,"21/12/2010",27,8,1,29,7,28,100,99,1.74619537163563,0.472456759572209,8.57971898461057,0.0232045541039904,0,8700.22454574777,1511.09723087559,1.54222222222222
"12",1003292,"USEC7",24.62198,-81.110531,"United States","Sombrero Light Deep FL","Florida Keys",15.5,"21/12/2010",37,10,2,26,21,4,100,98,2.81529116658069,1.33498566882431,10.5140948087016,0.372388328705043,0,12953.6614521409,1765.93328869047,1.7
"13",1003629,"CAR2",24.609,-82.87406,"United States","Garden Key SE","Florida Keys",3.7,"7/03/2011",7,13,0,32,11,37,100,100,2.95257873158656,0.724498802194564,1.33917252929256,0.0411972204078555,0,2995.57365252136,440.31280322335,1.44
"14",1003630,"CAR2",24.609,-82.87406,"United States","Garden Key SE","Florida Keys",4,"7/03/2011",14,6,3,15,7,55,100,97,2.20397132643218,0.608111129658289,3.01840323750345,0.0281909190677217,0,5577.05352745879,774.020432565399,1.35483870967742
"15",1003631,"CAR1",24.62056,-82.86406,"United States","Long Key SE","Florida Keys",5,"7/03/2011",25,5,4,12,27,27,100,96,4.86308007607233,0.650100307410909,5.39649064173642,0.0373327410664997,0,9103.27751087917,1110.20137136792,1.67
"16",1003632,"CAR1",24.62056,-82.86406,"United States","Long Key SE","Florida Keys",6,"7/03/2011",38,7,1,22,16,16,100,99,1.82244927307946,0.480137109813381,7.17657191697419,0.0245748963307312,0,14224.1997788179,1255.90277476502,1.36734693877551
"17",1003633,"CAR3",24.62429,-82.94296,"United States","Windjammer wreck","Florida Keys",3.5,"8/03/2011",2,4,16,22,11,45,100,84,16.8018661007559,1.89434590492737,0.694796476701475,0.107549533894642,0,1111.47911871978,645.175561713603,1.78636363636364
"18",1003634,"CAR3",24.62429,-82.94296,"United States","Windjammer wreck","Florida Keys",3.8,"8/03/2011",4,1,0,11,24,60,100,100,0,0,1.02312379117182,0,0,1752.95857405296,501.640966189354,1.45454545454545
"19",1003635,"CAR3",24.62429,-82.94296,"United States","Windjammer wreck","Florida Keys",5,"8/03/2011",2,1,0,12,33,52,100,100,0.155398880609819,0.0565942850267078,0.487399104491924,0.00217020299227418,0,1132.76113603416,376.443726125532,1.42564102564103
"20",1003636,"CAR3",24.62429,-82.94296,"United States","Windjammer wreck","Florida Keys",5.5,"8/03/2011",8.571428571,0,9.523809523,18.095238096,4.761904762,59.04761905,100.000000002,90.476190479,14.505914469003,1.79073487385564,4.10127358948154,0.10888892547622,543.539797824414,3075.0146520556,1094.32646916835,1.5962962962963
"21",1003637,"CAR4",19.3066,-81.38695,"Cayman Islands","Grand Cayman anchorage","Central Caribbean",6.2,"12/03/2011",7,2,22,5,10,54,100,78,15.3298164334055,2.94864775132465,2.96489179670723,0.25002850554435,2174.15919129765,2793.17573573884,998.803017139598,1.76610169491525
"22",1003638,"CAR4",19.3066,-81.38695,"Cayman Islands","Grand Cayman anchorage","Central Caribbean",6.5,"12/03/2011",11,25,9,5,2,48,100,91,6.53905624784201,1.25360622678839,3.1534755688778,0.0760457219245975,0,4748.10718098434,856.789965392154,1.67540983606557
"23",1003639,"CAR4",19.3066,-81.38695,"Cayman Islands","Grand Cayman anchorage","Central Caribbean",7,"12/03/2011",5,1,14,3,20,57,100,86,20.5745154809709,1.78732987772213,2.34071641256165,0.106454703583303,0,1782.47269102487,859.484575846837,1.79183673469388
"24",1003640,"CAR6",13.45645,-81.36713,"Colombia","Providencia1","Seaflower",5.5,"16/03/2011",20,17,38,14,1,10,100,62,39.7212530867458,4.05873358282343,5.7104829974988,0.258792626751242,1117.80716626189,8431.02036339138,1267.08556217815,1.83333333333333
"25",1003641,"CAR5",13.45828,-81.36453,"Colombia","Providencia2","Seaflower",6.2,"16/03/2011",12,7,44,11,11,15,100,56,35.1134233053047,4.23987895422045,3.82246329990842,0.283711117711492,1404.94085048063,4836.25111149044,1088.27417268606,2.01724137931034
"26",1003642,"CAR5",13.45828,-81.36453,"Colombia","Providencia2","Seaflower",6.8,"16/03/2011",13,14,33,16,4,20,100,67,43.3850716885094,4.98498769024933,3.85697405158177,0.382518694525356,2789.48241017675,5633.00412736482,986.537200550875,1.93559322033898
"27",1003643,"CAR6",13.45645,-81.36713,"Colombia","Providencia1","Seaflower",6.8,"16/03/2011",16,6,58,10,0,10,100,42,27.1761775693308,3.05948011397088,9.49174432730881,0.292993458527493,2245.94261235233,5692.99781452508,1737.0507834443,2.16065573770492
"28",1003644,"CAR5",13.45828,-81.36453,"Colombia","Providencia2","Seaflower",9.3,"16/03/2011",18,9,43,11,2,17,100,57,18.1679312427241,1.26713471301714,6.35789975296507,0.121869751969635,358.917105273424,6386.50274552903,1290.45645623589,1.96666666666667
"29",1003645,"CAR6",13.45645,-81.36713,"Colombia","Providencia1","Seaflower",9.4,"16/03/2011",6,4,46,14,15,15,100,54,31.6649634948978,2.8032978589532,1.94113422628979,0.219152198263078,615.323218879099,2772.33102297607,722.884958723692,2.26222222222222
"30",1003646,"CAR8",13.32793,-81.41154,"Colombia","Tete's Place","Seaflower",5.5,"17/03/2011",26,11,13,20,4,26,100,87,7.42764780279975,2.70609074620049,5.88467490943063,0.171106086407679,1630.61939347324,11088.7892976538,1082.27455654976,1.65263157894737
"31",1003647,"CAR8",13.32793,-81.41154,"Colombia","Tete's Place","Seaflower",6,"17/03/2011",21,7,11,14,2,45,100,89,8.85620699743545,2.63533435380939,6.02479721094786,0.379861789088022,5435.39797824413,8699.97482275643,1136.42397846683,1.63225806451613
"32",1003648,"CAR7",13.36448,-81.40478,"Colombia","Bajo Felipe","Seaflower",7.5,"17/03/2011",10,10,32,18,8,22,100,68,48.1825976124066,5.8923508613973,3.5078690707651,0.658121099226664,7096.74494233044,4566.96202519986,1017.87010921962,2.16862745098039
"33",1003649,"CAR8",13.32793,-81.41154,"Colombia","Tete's Place","Seaflower",8.2,"17/03/2011",7,9,5,11,9,58,99,94,3.15985769520031,1.23705737927491,4.28355877013571,0.0713679231391275,615.323218879099,2457.66963621461,1018.06811339687,1.69230769230769
"34",1003650,"CAR7",13.36448,-81.40478,"Colombia","Bajo Felipe","Seaflower",9.5,"17/03/2011",4,9,51,26,3,7,100,49,37.2935859581133,5.30343734894106,1.60974565963359,0.381217874238097,3004.83267334081,2130.39994844287,653.267490309429,2.248
"35",1003651,"CAR10",13.37479,-81.34405,"Colombia","Coral Nursery","Seaflower",1,"18/03/2011",49,28,3,14,4,2,100,97,7.4877858132996,1.13037680993153,16.5165716790666,0.107022769032126,0,17626.4078171467,2497.56986044135,2.01428571428571
"36",1003652,"CAR10",13.37479,-81.34405,"Colombia","Coral Nursery","Seaflower",2.5,"18/03/2011",60,1,5,2,17,15,100,95,1.940081126566,1.50893702618625,14.4988021975918,0.102284783709467,1630.61939347324,24538.8746687299,2147.92963944079,1.45333333333333
"37",1003653,"CAR10",13.37479,-81.34405,"Colombia","Coral Nursery","Seaflower",3,"18/03/2011",54,10,3,3,11,19,100,97,5.9625671554878,1.23496441394023,15.088364746825,0.118760732527265,615.323218879099,20894.0817792281,2393.91839102696,1.74181818181818
"38",1003654,"CAR9",13.3803,-81.33894,"Colombia","The Pinacles","Seaflower",4.5,"18/03/2011",23,7,1,2,33,34,100,99,1.20085375064018,0.408284999848323,4.85573816380101,0.0173077962873701,0,9941.04740941761,884.641181166902,1.336
"39",1003655,"CAR9",13.3803,-81.33894,"Colombia","The Pinacles","Seaflower",4.6,"18/03/2011",28,6,1,18,12,35,100,99,3.22103919856783,0.453924304156068,7.07464336973104,0.0489284628340774,0,11410.103239154,1283.72774003929,1.58297872340426
"40",1003656,"CAR9",13.3803,-81.33894,"Colombia","The Pinacles","Seaflower",5,"18/03/2011",19,16,2,5,23,35,100,98,3.72404352532491,0.842675230445502,6.92579650761284,0.054765919263662,0,6937.800609799,1246.49081990805,1.70222222222222
"41",1003657,"CAR9",13.3803,-81.33894,"Colombia","The Pinacles","Seaflower",5.5,"18/03/2011",31,5,6,0,33,25,100,94,5.7107987712545,0.872454896643086,6.86685502429027,0.0498479985248441,0,13198.188299567,1188.13573636762,1.45882352941176
"42",1003659,"CAR12",13.37159,-81.40394,"Colombia","Sena","Seaflower",8.5,"19/03/2011",14,5,39,9,2,30,99,60,33.8077619803451,3.46308760902168,4.44872268351535,0.338036889287368,2461.29287551639,5834.77195344507,1177.94857635768,2.02033898305085
"43",1003660,"CAR12",13.37159,-81.40394,"Colombia","Sena","Seaflower",9,"19/03/2011",6,11,25,7,3,48,100,75,9.69227687287081,2.6209142480446,2.11375771624982,0.182223165598607,1917.75307769198,2634.03137856653,686.959312434856,1.64857142857143
"44",1003661,"CAR11",13.37903,-81.42346,"Colombia","Tanques Place","Seaflower",35,"19/03/2011",31,18,5,22,12,12,100,95,12.3195702993481,1.22466638811445,11.8393987562818,0.164669272713679,287.133684218739,10774.2377585406,1992.43308589281,2.21212121212121
"45",1003662,"CAR14",13.40015,-81.37399,"Colombia","Two Islands","Seaflower",2,"20/03/2011",30,8,18,9,11,24,100,82,8.40671520582225,1.85292822804068,6.80721514218033,0.0990768460465005,0,12711.2728691961,1259.61363001385,1.515625
"46",1003664,"CAR13",13.3895,-81.38481,"Colombia","Starboard Harbour Buoy","Seaflower",6.5,"20/03/2011",1,7,9,9,5,69,100,91,10.5315415530885,1.43499226995265,0.635375785123729,0.0872524879988353,0,871.877780783251,617.976030110582,1.73214285714286
"47",1003666,"CAR15",13.3987,-81.39579,"Colombia","Outer Channel Marker   Providencia","Seaflower",7,"20/03/2011",11,5,24,14,6,40,100,76,13.5697771604158,1.67370429467462,3.18637217006284,0.121174213367426,646.050789492165,4720.69799817975,923.05476129847,1.69830508474576
"48",1003667,"CAR13",13.3895,-81.38481,"Colombia","Starboard Harbour Buoy","Seaflower",7.1,"20/03/2011",1,11,9,3,13,63,100,91,6.2406665345066,1.67710683772946,0.803169041898188,0.105389876537038,543.539797824414,851.948247411417,728.23468344418,1.72631578947368
"49",1003668,"CAR15",13.3987,-81.39579,"Colombia","Outer Channel Marker   Providencia","Seaflower",8,"20/03/2011",9,2,23,29,2,35,100,77,13.0533368397927,1.34006764275491,3.65704344249611,0.0865565103702518,0,2979.45593827101,865.685445420082,1.71428571428571
"50",1003669,"CAR15",13.3987,-81.39579,"Colombia","Outer Channel Marker   Providencia","Seaflower",8.2,"20/03/2011",2,13,41,18,2,24,100,59,50.5044570657601,4.66864467323653,1.12703982840538,0.305477743312241,902.456903097838,1198.15962014294,821.752781555674,2.25098039215686
"51",1003670,"CAR17",12.58681,-81.71718,"Colombia","Montanita","Seaflower",10,"21/03/2011",12,24,32,19,8,5,100,68,45.7657148753181,6.93629903497814,3.2551489810607,0.501324558025097,3835.50615538396,5488.69295434294,977.444859168412,2.16666666666667
"52",1003671,"CAR17",12.58681,-81.71718,"Colombia","Montanita","Seaflower",10.5,"21/03/2011",3,7,23,29,3,35,100,77,18.6301141376727,2.21463521866909,1.26045691010138,0.161690916929634,717.83421054685,1409.67626173963,695.420153022225,1.87083333333333
"53",1003672,"CAR16",12.51884,-81.73215,"Colombia","Wild Life","Seaflower",11.5,"21/03/2011",8,9,40,19,7,17,100,60,17.3561501094444,2.32954644809787,6.159401094742,0.156487220338565,717.834210546848,2133.96488141526,1273.71131298345,1.89642857142857
"54",1003673,"CAR16",12.51884,-81.73215,"Colombia","Wild Life","Seaflower",12,"21/03/2011",4,7,39,22,16,12,100,61,21.852144833715,2.7855047143229,1.06506480600786,0.18274396019645,717.83421054685,2137.27009902293,574.58545237896,1.86530612244898
"55",1003676,"CAR16",12.51884,-81.73215,"Colombia","Wild Life","Seaflower",13,"21/03/2011",6,3,40,20,16,15,100,60,81.4085193309267,4.43788986780919,2.7338373787868,0.288670976480009,358.917105273424,2102.91647454236,1031.71527789402,2.60555555555556
"56",1003677,"CAR17",12.58681,-81.71718,"Colombia","Montanita","Seaflower",13.4,"21/03/2011",6,32,35,18,0,9,100,65,37.5897664430505,5.5316951197718,2.45149360292211,0.458450106763083,3312.36564834406,2582.22247384354,1157.79545683555,2.41090909090909
"57",1003678,"CAR18",12.58415,-81.68365,"Colombia","Little Reef","Seaflower",5.5,"22/03/2011",35.71428571,10.20408163,7.142857143,0,30.6122449,16.326530613,99.999999996,92.857142853,27.9742305358044,2.25751308198452,7.99153915500513,0.170651258378414,0,16010.2669618751,1456.5382031774,1.64489795918367
"58",1003679,"CAR18",12.58415,-81.68365,"Colombia","Little Reef","Seaflower",5.6,"22/03/2011",27,20,4,3,35,11,100,96,8.83488593771947,1.72718057731011,8.30692349031935,0.105948210200971,71.7834210546849,9815.32978576957,1371.16734075171,1.8
"59",1003680,"CAR18",12.58415,-81.68365,"Colombia","Little Reef","Seaflower",8,"22/03/2011",27,14,6,3,27,23,100,94,4.46109492378713,1.08170191935905,7.50855273459937,0.0733260011533164,358.917105273424,10909.5691684993,1340.82145774155,1.64583333333333
"60",1003683,"CAR20",12.58338,-81.68528,"Colombia","Little Reef 3","Seaflower",3.5,"24/03/2011",46,1,4,2,19,28,100,96,1.22925000787789,0.187984594858182,13.5569337351179,0.0171249144667719,1466.81162346567,17287.0038647675,2139.69347799016,1.76122448979592
"61",1003684,"CAR19",12.58619,-81.6887,"Colombia","Little Reef 2","Seaflower",3.8,"24/03/2011",43.33333333,1.333333333,10,0.666666667,30,14.666666666,99.999999996,89.999999996,34.8789258941554,2.93125860454324,11.2378407472261,0.227337184450814,0,17211.4697870989,1891.91304205822,1.67391304347826
"62",1003685,"CAR19",12.58619,-81.6887,"Colombia","Little Reef 2","Seaflower",3.9,"24/03/2011",32.631578949,3.157894737,12.631578948,0,14.73684211,36.842105263,100.000000007,87.368421059,9.5117921150517,4.90261073822179,10.7844959246454,0.77679624343599,11151.6878999729,13281.3812664551,1815.21123631839,2.07407407407407
"63",1003686,"CAR20",12.58338,-81.68528,"Colombia","Little Reef 3","Seaflower",3.9,"24/03/2011",40,2,5,6,38,9,100,95,7.25008464837923,1.47326375330521,9.822323955913,0.140163055874394,280.105894814829,16019.944019077,1524.52280640169,1.5974358974359
"64",1003687,"CAR23",9.55787,-78.95204,"Panama","Porvenir3","San Blas",2,"27/03/2011",1,9,52,29,2,7,100,48,24.1972726497739,11.6325555564589,3.57269472085291,1.36842349107848,23484.7933090735,1024.49489104894,1071.57538149799,2.64
"65",1003688,"CAR22",9.55877,-78.95136,"Panama","Porvenir2","San Blas",2.8,"27/03/2011",0,16.66666667,41.666666667,20.833333332,11.66666667,9.166666666,100.000000005,58.333333338,18.5993119312698,12.2406735379724,2.61896018563227,3.37359185263598,27197.7911877687,1724.41604110163,901.727730548881,4.17073170731707
"66",1003689,"CAR21",9.55746,-78.95041,"Panama","Porvenir1","San Blas",3.5,"27/03/2011",4,0,46,18,20,12,100,54,16.5871851883582,7.17316312493139,2.55829936897354,0.730518727204253,13013.9703083003,2480.52657853201,982.661174244566,2.8
"67",1003690,"CAR22",9.55877,-78.95136,"Panama","Porvenir2","San Blas",3.5,"27/03/2011",0,9.565217391,37.391304347,16.521739127,8.695652174,27.826086955,99.999999994,62.608695647,12.2116691230346,7.86080633122318,1.35580351861967,1.4990257009067,18369.6890334971,1180.38581059271,538.376813758184,3.00892857142857
"68",1003691,"CAR21",9.55746,-78.95041,"Panama","Porvenir1","San Blas",6,"27/03/2011",0,3,32,14,23,28,100,68,5.81344357473858,1.58335263049494,0.737521891109002,0.144033454483125,3373.82078957019,439.088093074257,906.703350680378,2.30731707317073
"69",1003692,"CAR25",9.58341,-78.87863,"Panama","Chichime SE","San Blas",2,"28/03/2011",6,3,21,26,21,23,100,79,11.8617153603798,3.52046639640557,2.94480826703428,0.678999010493262,11793.6521503706,2996.13171330353,858.342104379617,2.26666666666667
"70",1003693,"CAR25",9.58341,-78.87863,"Panama","Chichime SE","San Blas",2.5,"28/03/2011",17,3,22,20,14,24,100,78,8.50353438495677,2.12643669781906,5.18468522916325,0.219851889923515,3681.61103344603,6752.84605478256,1219.20920773032,2.13333333333333
"71",1003694,"CAR24",9.58772,-78.88924,"Panama","Chichime SW","San Blas",6.4,"28/03/2011",20,36,19,12,0,13,100,81,34.5693210200913,7.12574124752848,6.35686328965972,0.612311560001413,3277.91077875172,7657.18587560298,1319.84979392581,2.08064516129032
"72",1003695,"CAR24",9.58772,-78.88924,"Panama","Chichime SW","San Blas",6.5,"28/03/2011",20,30,28,12,0,10,100,72,235.847982141539,9.03480336807236,7.23342739527276,0.584240457153883,1230.6464377582,7421.23977793015,1838.34532924131,2.19230769230769
"73",1003696,"CAR26",9.5847,-78.86837,"Panama","Chichime NE","San Blas",6.5,"28/03/2011",7.619047619,39.047619051,40.952380945,12.38095238,0,0,99.999999995,59.04761905,35.9680140997119,8.27387765638552,4.17633690767327,1.09428598188145,14747.3579623138,3834.94016430014,897.989993990238,2.56666666666667
"74",1003697,"CAR26",9.5847,-78.86837,"Panama","Chichime NE","San Blas",8,"28/03/2011",22,4,20,28,7,19,100,80,6.00876792021437,2.86804658523454,6.43190599507806,0.363810310212197,8156.38934625148,8724.39511176894,1092.56798468967,2.3375
"75",1003698,"CAR24",9.58772,-78.88924,"Panama","Chichime SW","San Blas",9.5,"28/03/2011",25,0,20,6,3,46,100,80,31.1322091887754,3.08710598701968,7.82284883582825,0.181392380872628,280.105894814829,9693.64281253334,1733.44865610973,1.94107142857143
"76",1003699,"CAR24",9.58772,-78.88924,"Panama","Chichime SW","San Blas",11.5,"28/03/2011",10,7,24,13,14,32,100,76,21.6203082204596,3.10600773675322,4.32804556115832,0.286229629191548,2933.04925228612,3879.57997916578,1086.5422049538,2.16363636363636
"77",1003777,"USEC5",24.626395,-81.11185,"United States","Sombrero Light E FL","Florida Keys",7,"13/10/2010",45,13,0,17,5,20,100,100,3.2633764928062,0.735991132832303,11.1767145963225,0.0465960546716148,0,16202.7657131519,1936.90114730797,1.6188679245283
"78",1003778,"USEC6",24.625624,-81.109328,"United States","Sombrero Light FL","Florida Keys",5.5,"14/10/2010",22,10,9,22,6,31,100,91,8.0374820355063,1.72519270718314,4.74302592633006,0.156532842767578,0,8394.91267381144,1050.04842078754,1.672
"79",1003780,"USEC8",24.69262,-81.060967,"United States","Vaca Key Bight FL","Florida Keys",2.5,"16/10/2010",59,2,3,12,16,8,100,97,3.70554073795219,0.978725712904854,17.5336577114393,0.106747885997674,0,19426.7518757085,2842.6753087892,1.66363636363636
"80",1003781,"USEC9",24.70784,-81.04805,"United States","Vaca Key Bight S FL","Florida Keys",6.8,"16/10/2010",5,6,15,15,19,40,100,85,8.41831979383378,2.96608662992485,1.39812857502605,0.321486649355878,0,2451.35509280715,627.387984967555,1.71363636363636
"81",1003782,"USEC10",24.68577,-80.96287,"United States","Coffins Patch E FL","Florida Keys",4,"17/10/2010",23,8,2,39,6,22,100,98,2.09090974006073,0.525278035889678,5.19300003775173,0.0281110872780587,0,8710.27511369847,970.85364280881,1.53157894736842
"82",1003783,"USEC11",24.68553,-80.9645,"United States","Coffins Patch W FL","Florida Keys",4,"17/10/2010",35,2,1,39,1,22,100,99,0.701717619886944,0.765960638817596,7.01902633434871,0.0929659876846092,0,13647.3401036889,1228.92981542482,1.27916666666667
"83",1003784,"USEC13",24.54569,-81.40591,"United States","Looe Reef West FL","Florida Keys",5,"18/10/2010",6,12,11,27,2,42,100,89,7.31995912401783,2.12563581157594,1.92948518108868,0.417864147383399,0,2488.06869716389,794.38411528739,1.74782608695652
"84",1003785,"USEC14",24.546777,-81.405235,"United States","Looe Reef Marker Post FL","Florida Keys",5,"18/10/2010",4,4,10,20,6,56,100,90,17.0005793938857,2.19361794966859,1.2385331875055,0.176996493344386,0,1890.20484759002,689.94136906846,1.71063829787234
"85",1003786,"USEC15",24.68217,-80.97067,"United States","Pillar Patch FL","Florida Keys",4.5,"19/10/2010",23,14,7,31,2,23,100,93,5.38146026870444,2.44333157813622,8.61339692680827,0.507147647982273,2174.15919129765,7332.90653980851,1579.33475197175,1.90810810810811
"86",1003787,"USEC16",24.68975,-81.02973,"United States","Vaca Key Bight East FL","Florida Keys",4,"19/10/2010",12,16,3,38,8,23,100,97,6.69717911494624,7.43223470214853,3.33137237543602,1.82273791158013,0,6078.4937670935,946.189754068996,1.45128205128205
"87",1003793,"USEC17",24.63217,-81.09053,"United States","Delta Shoal Marathon FL","Florida Keys",4,"21/12/2010",25,5,0,29,16,25,100,100,0.776994403049095,0.168474340599198,6.45951075084087,0.0111137477463006,0,9014.28286587325,1135.84631305775,1.40512820512821
"88",2000859,"CG10",-31.68152,152.91196,"Australia","Steves Bommie (668)","Cod Grounds",30,"17/05/2009",2.0242915,43.92712551,0,39.67611336,0.20242915,14.17004049,100.00000001,100.00000001,11.6549160457364,1.68033735852201,0.604595080529729,0.11565640676978,0,497.099913438784,450.917566388012,2.17435897435897
"89",2000860,"CG10",-31.68152,152.91196,"Australia","Steves Bommie (668)","Cod Grounds",31,"17/05/2009",0.74766355,43.17757009,0,28.03738319,0.74766355,27.28971963,100.00000001,100.00000001,10.8779216426873,1.56721412661106,0.333958102019357,0.107945979651795,0,441.692643090159,396.8864471142,1.80392156862745
"90",2000861,"CG10",-31.68152,152.91196,"Australia","Steves Bommie (668)","Cod Grounds",36.5,"17/05/2009",3.24909747,29.06137184,0.18050542,24.36823106,25.99277978,17.14801444,100.00000001,99.81949459,6.99294962744185,1.05570761983582,0.617677432323198,0.0693938440618679,0,809.085051890893,366.009364147682,2.03870967741935
"91",2000883,"CG11",-31.68406,152.90851,"Australia","SE lumps (66A)","Cod Grounds",29,"17/05/2009",0.38610039,63.70656371,0,10.23166023,4.63320463,21.04247105,100.00000001,100.00000001,23.154433210863,2.45078493540453,0.425273441638791,0.229770728115963,0,124.549751704485,610.725611857856,2.13684210526316
"92",2000884,"CG11",-31.68406,152.90851,"Australia","SE lumps (66A)","Cod Grounds",33,"17/05/2009",3.78378378,43.06306306,0.18018018,19.09909908,20.18018018,13.69369369,99.99999997,99.81981979,12.1211126875659,1.63636319244549,0.595384055411837,0.120282663040571,0,1345.42758077057,427.167125926874,2.02857142857143
"93",2000892,"SI11",-30.20774,153.26654,"Australia","Cable Trail","Solitary Islands",11,"21/08/2009",36,2,7,11,1,43,100,93,1.06638803241596,0.159968432617708,5.0647642074486,0.00825997308899466,215.350263164055,10471.528123657,1384.18780690346,1.38805970149254
"94",2000937,"SI13",-29.933083,153.392562,"Australia","South End Nth Solitary","Solitary Islands",9,"22/08/2009",4,6,0,9,2,79,100,100,0.310797761219637,0.084484497959,0.848008191051521,0.00323970008959169,0,1373.41435791408,661.108209285572,1.53928571428571
"95",2000938,"SI13",-29.933083,153.392562,"Australia","South End Nth Solitary","Solitary Islands",15,"22/08/2009",0,18,15,14,1,51,99,84,11.2462581696409,1.05745676280636,0.321757376860228,0.0705969313229212,71.7834210546849,203.868435558588,519.515661464422,1.75789473684211
"96",2000947,"SI14",-29.91274,153.38342,"Australia","Fish Soup","Solitary Islands",7,"22/08/2009",8,17,13,51,0,11,100,87,4.40290062141375,0.573746123123813,1.64240214393048,0.0373711624853827,287.13368421874,2049.61879254093,531.821248960405,1.76666666666667
"97",2000948,"SI14",-29.91274,153.38342,"Australia","Fish Soup","Solitary Islands",8,"22/08/2009",0,17,6,37,29,11,100,94,10.445402113065,1.52464682439577,0.557185551876659,0.23899426213128,4891.85818041972,71.3371538884578,253.519535657667,2.08
"98",2000949,"SI14",-29.91274,153.38342,"Australia","Fish Soup","Solitary Islands",10.1,"22/08/2009",0,28,12,32,16,12,100,88,13.3603710352582,2.41857443233325,0.677680051613708,0.284350321636753,5722.53166246287,103.777719055008,383.956275078226,2.065
"99",2000962,"SI15",-30.20102,153.25802,"Australia","Black Rock","Solitary Islands",11,"23/08/2009",0,53,8,17,1,21,100,92,20.5236902763071,3.41054168225302,0.696618400836587,0.312407604680228,3979.07299749333,168.092467565414,680.997469709692,2.28727272727273
"100",2001109,"CG2",-31.68128,152.91078,"Australia","Cod Gardens (CODGAR)","Cod Grounds",28,"14/05/2009",0.37174722,79.18215614,0,14.86988849,0.92936803,4.64684015,100.00000003,100.00000003,22.9990343302532,3.03476597854281,0.379216614969981,0.228195979747503,0,84.27630388374,519.116770079177,2.31785714285714
"101",2001110,"CG2",-31.68128,152.91078,"Australia","Cod Gardens (CODGAR)","Cod Grounds",36,"14/05/2009",6.00184672,53.37026777,0,13.20406279,11.81902124,15.60480148,100,100,14.1412981354935,1.91382959192249,0.989250915668479,0.140309690250154,0,1769.44053917017,555.757286056573,2.02857142857143
