SurveyID,biom,herb,plank,pisc,prod,exP,egP,exN,egN,Ic,turn,exNP,outN,outP,outNP,...1,N,live,coral,algae,cca,rock,N_used,coverage,Storage_kg,Accretion_kgyr,GPP_ghr,Calc_ghr,Rugosity,BranchSpace_m3,BiomassStand_g,OrgGrowth_gyr,pc1,pc2,SiteCode,SiteLatitude,SiteLongitude,Country,SiteName,Location,Depth,SurveyDate
1003291,18886.263916935073,73.54755497744627,7.7633167850604945,5.296888085236027,5.20252608990764,0.3431631161595332,2.485268438322818,6.320450375334565,12.7045635321041,146.98934746704788,2.7546613310018407e-4,18.418210109725923,19.025013907438666,2.8284315544823513,6.726347638601617,11,100,79,1,41,8,21,50,63.2911392405063,2.29082151649779,1.51665289761705,4.0791886711444,1.02475960670543,16455.7839318669,1,170.282643532386,3452.28583437158,0.0208522331490332,2.97492940057349,USEC17,24.63217,-81.09053,United States,Delta Shoal Marathon FL,Florida Keys,4.1,21/12/2010
1003292,13941.036074784091,47.040721717725056,3.5566727395257884,1.7741486077400421,2.8547806369766233,0.23630486816273655,1.6038474744729783,5.046172187431925,9.545806578403774,107.33438390634261,2.0477535684311298e-4,21.354499493242635,14.591978765835698,1.8401523426357147,7.929766697976264,12,100,79,2,41,7,21,50,63.2911392405063,2.66709916503102,5.30817766266028,5.14505155927421,1.06815250590916,22102.2317992643,1,169.638877595418,4577.72215884618,1.10316624861917,2.80377067420351,USEC7,24.62198,-81.110531,United States,Sombrero Light Deep FL,Florida Keys,15.5,21/12/2010
1003629,28337.237427999382,40.06751657434499,6.213328789343677,12.608966531237003,4.235060745214599,0.6000954088881265,2.493887625809526,7.380080341964401,13.176525643011164,138.29739619852637,1.4945213893821673e-4,12.298178310742985,20.556605984975565,3.0939830346976525,6.644059050887582,13,100,86,0,41,13,14,54,62.7906976744186,2.78524929531056,1.81247331691675,2.07645859244852,1.03836520947871,7490.09644546318,1,184.123479174756,1223.25240060006,-1.04672610507916,1.40728320221162,CAR2,24.609,-82.87406,United States,Garden Key SE,Florida Keys,3.7,7/03/2011
1003630,6010.598985887429,41.37890969387636,1.0674322911427354,0.5544911140751995,2.4141014729222348,0.07674415842270421,0.9878795233693924,2.5039941047501517,5.240528709539487,64.46590391148415,4.016407480503055e-4,32.627813715256835,7.744522814289638,1.0646236817920967,7.274422828217732,14,100,93,3,69,6,7,78,83.8709677419355,3.09595545616014,1.69087490996126,2.98914157198733,1.03596220205885,12858.6178497533,1,281.340107237098,2285.78917584532,0.0217398591080695,2.28355126799862,CAR2,24.609,-82.87406,United States,Garden Key SE,Florida Keys,4,7/03/2011
1003631,14953.52797418013,43.390595569960446,1.2412970512481873,8.215159571526263,3.413208887773931,0.3616822323709241,1.7055162098528343,4.678390112691887,8.729097583156978,94.87838959036414,2.282544222117637e-4,12.935084153909868,13.407487695848864,2.0671984422237584,6.485825173816384,15,100,72,4,51,5,28,60,83.3333333333333,2.91904363738501,1.55641985671458,3.96369641472499,1.02922646538491,16470.2770527676,1,214.82592697164,3329.36746455961,0.255829994164689,2.83017536724509,CAR1,24.62056,-82.86406,United States,Long Key SE,Florida Keys,5,7/03/2011
1003632,6201.686522341231,34.57589807321652,0.8543305506699355,1.4927851878088598,2.0149213775779735,0.09788913996258684,0.9098076871891579,2.3910622080175097,4.793951239515527,58.015574243927674,3.248989400414438e-4,24.426225513181258,7.185013447533037,1.0076968271517448,7.130134038271688,16,100,83,1,53,7,17,61,73.4939759036145,2.38528616307026,1.54278137392943,5.27651236424982,1.02674325048579,22502.1774414134,1,212.750312419958,4804.64114212813,0.677248182963515,3.49537109643383,CAR1,24.62056,-82.86406,United States,Long Key SE,Florida Keys,6,7/03/2011
1003633,188620.8863226477,59.215129321356706,64.48333955501369,102.76508059809564,32.24269574241135,6.255406966968602,22.333490471316594,58.73305195451255,104.70739608585248,1025.9190588675435,1.7093915934239765e-4,9.389165607393702,163.44044804036503,28.588897438285194,5.716920297230198,17,100,87,16,45,2,13,63,72.4137931034483,7.59504000253438,2.63247491527097,1.67918505412371,1.09339368470298,6976.55053333663,1,288.837219310547,708.040449330375,-0.417097506304858,0.232445448526459,CAR3,24.62429,-82.94296,United States,Windjammer wreck,Florida Keys,3.5,8/03/2011
1003634,33086.22190530758,22.12733493549201,6.57311676089675,15.962123533605766,6.665529323077745,0.8211841143663043,3.740897089028315,10.364238133409039,19.068645452708154,193.58875020955665,2.0145936704874976e-4,12.621089414773895,29.432883586117192,4.562081203394619,6.4516351800613165,18,100,70,0,58,0,30,58,82.8571428571429,1,1,1.84635975892597,1,6412.27869805775,1,197.735532745093,1041.61466512169,-1.97363038336982,2.03783842192628,CAR3,24.62429,-82.94296,United States,Windjammer wreck,Florida Keys,3.8,8/03/2011
1003635,87999.04146701901,23.17534406093039,19.12527980440131,82.60467734907368,17.17340176084497,3.042028259869462,8.426844415708153,24.433808705200192,41.46573792818786,350.3548023389118,1.9515441844081174e-4,8.032078145864656,65.89954663338806,11.468872675577614,5.745948054137685,19,100,59,0,46,1,41,47,79.6610169491525,1.13732686887004,1.06249794745513,1.55739611571201,1.0029511699599,4620.35604314428,1,160.440327558332,696.756391671657,-2.46569904227333,1.4449142329414,CAR3,24.62429,-82.94296,United States,Windjammer wreck,Florida Keys,5,8/03/2011
1003636,90578.98485573476,43.1018311926747,27.28675663836917,70.44751586355117,16.4272008349787,2.8572580242054864,9.11436179413694,26.504639845631665,45.410027114613975,413.8755066592389,1.8135774938460967e-4,9.276250034507042,71.91466696024564,11.971619818342425,6.00709578582348,20,101,96,10,68,0,5,78,81.25,4.86478261092862,2.00258750714195,2.51908140526471,1.0643990814646,11169.121711825,1.00104339193969,311.487896315588,1717.41275032092,0.123747917147201,1.58140102585302,CAR3,24.62429,-82.94296,United States,Windjammer wreck,Florida Keys,5.5,8/03/2011
1003638,19418.71333176121,84.22606365240428,29.514963456491,6.461531256663411,4.662737692365738,0.3118821250429398,2.2501504325710555,6.806471724607942,12.633158168590814,144.04818530148262,2.4011568700277238e-4,21.82385965104871,19.439629893198756,2.5620325576139953,7.587581131795905,22,100,94,9,54,18,6,81,86.1702127659574,5.20174272949774,2.27498691597617,2.56656464898213,1.06347328251422,11002.6484994007,1,275.691947646605,1702.07643858808,0.108499449313509,1.49983406095898,CAR4,19.3066,-81.38695,Cayman Islands,Grand Cayman anchorage,Central Caribbean,6.5,12/03/2011
1003639,38062.19871219223,100.15774822043272,10.674210434628364,28.30070334104277,5.064801699505572,0.8053073522248966,3.0435620721472767,9.545952609694522,16.722876173172907,178.00604898835292,1.3306645098994755e-4,11.85380039474499,26.26882878286743,3.8488694243721735,6.8250766358883155,23,100,74,14,55,1,26,70,94.5945945945946,5.91434242537687,2.09350621302634,1.93554522940279,1.06346795198934,8061.61484119239,1,286.092826127306,1026.40025447965,-0.391007325318787,0.862224465044178,CAR4,19.3066,-81.38695,Cayman Islands,Grand Cayman anchorage,Central Caribbean,7,12/03/2011
1003640,16329.338574499378,58.803434199579,32.14472029535398,2.6553899100306673,4.8132592197724975,0.23664830685849414,2.085915906773294,6.096188656678667,11.784930883438104,132.07195908982487,2.947614318738603e-4,25.760542036431872,17.88111954011677,2.3225642136317886,7.698869824639252,24,100,98,38,28,15,2,81,82.6530612244898,12.1329304114433,3.89616685176917,3.52222491675719,1.16532754994428,17875.8586845473,1.00147409246601,393.527412375537,2546.37043838709,1.79783950739097,1.34978318157858,CAR6,13.45645,-81.36713,Colombia,Providencia1,Seaflower,5.5,16/03/2011
1003641,9710.223426440081,44.27256638024331,16.219874797998244,1.4325993481469101,3.113187221735679,0.13631838864124649,1.3521029984158461,3.842427192266905,7.605750096576077,87.18261240004468,3.206092264837846e-4,28.187152375892182,11.448177288842983,1.4884213870570926,7.6914893782051355,25,100,89,44,27,7,11,78,87.6404494382023,13.5204575905012,4.19108079907999,2.82978721464379,1.1863798889796,15473.9298197234,1.00161765930812,439.20280280555,1778.83787177384,1.63627428841002,0.820589377706426,CAR5,13.45828,-81.36453,Colombia,Providencia2,Seaflower,6.2,16/03/2011
1003642,28658.834152902746,138.15588748963708,5.3611005537856915,4.380384710210369,6.9861886446167,0.34584527320966996,3.30037639978018,8.9509632735795,17.47890421873364,210.02113946965315,2.4377085988018445e-4,25.88140988745839,26.42986749231314,3.6462216729898502,7.248562995524357,26,100,94,33,31,13,6,77,81.9148936170213,12.0298997037465,3.84397503342211,2.90150113954353,1.17740369025576,14002.1725642912,1.00320195924011,345.79307436167,1837.06049961129,1.36883577022762,0.868397073184672,CAR5,13.45828,-81.36453,Colombia,Providencia2,Seaflower,6.8,16/03/2011
1003644,12215.109966826501,21.651199314431963,4.619947017892389,3.483795647435662,1.551560535943471,0.2350239847512552,1.0938268043759363,3.8451230902080904,6.651094346671938,69.61839941429815,1.2701977633907197e-4,16.36055611208232,10.496217436880029,1.3288507891271915,7.898717841582573,28,100,95,43,32,8,5,83,87.3684210526316,10.1608319775568,2.41713565546058,3.42517809770133,1.0828295761101,15747.9939985263,1.00021535026316,315.721000592039,2409.8826144932,1.08788036121167,1.65792082973724,CAR5,13.45828,-81.36453,Colombia,Providencia2,Seaflower,9.3,16/03/2011
1003645,34917.804476553036,140.1358792247343,19.421332720337293,4.906277622726827,7.372885429515288,0.3732422245504885,3.5805325446718106,11.158312313660822,21.416111624739916,249.59012186465958,2.111497426611146e-4,29.895632325895743,32.57442393840074,3.9537747692222993,8.238816280576366,29,100,83,46,19,2,17,67,80.7228915662651,12.3776368032496,2.94218002308394,2.12132134220713,1.12318820199661,9336.21546846993,1.00111517536074,294.145746588343,910.757444460849,0.358939892973638,0.29442309497108,CAR6,13.45645,-81.36713,Colombia,Providencia1,Seaflower,9.4,16/03/2011
1003646,20567.30378427123,11.601169314109379,7.11283596830407,11.20382415340263,9.231750638550194,0.5671111788782236,3.9134397336309457,8.316909044754373,17.844581235981316,181.93539863922422,4.488556563067903e-4,14.66539429042056,26.16149028073569,4.48055091250917,5.838900347654994,30,100,96,13,52,10,4,75,78.125,5.83248308305693,2.48820869126793,4.20375977544861,1.09952365600159,18904.2058567327,1.00313017581906,281.837600193991,3471.04723755738,1.24526740944709,2.27665375595532,CAR8,13.32793,-81.41154,Colombia,Tete's Place,Seaflower,5.5,17/03/2011
1003647,293133.2946551891,29.912144234777763,56.54985027107193,131.88511028705236,68.9729821945204,10.648478808847242,41.37574951348148,96.14700075950832,177.08791994227386,1760.9802578999168,2.3529562643388188e-4,9.029177076412548,273.2349207017822,52.024228322328725,5.252070612347942,31,100,98,11,66,7,2,84,85.7142857142857,4.42909963105844,2.12837987889018,3.7910711195932,1.08698331212897,17293.2495351441,1.00417356775874,300.173000894983,3049.37954734401,0.929254376508985,2.31708383699799,CAR8,13.32793,-81.41154,Colombia,Tete's Place,Seaflower,6,17/03/2011
1003648,19014.551349695827,76.98334754515116,12.889569321864775,5.474922546151543,4.097086284174865,0.4151049774105528,2.2841347316106937,6.534071323843022,12.27252271305523,139.8864950519486,2.1547109941357653e-4,15.740768430682065,18.80659403689825,2.6992397090212465,6.967367134546781,32,100,91,32,29,9,9,70,76.9230769230769,9.20690487241363,3.52381940278816,2.4179045038766,1.17820067198751,12625.5984348705,1.00669105216444,342.654736017872,1322.58963844582,0.989398882813984,0.630094254715902,CAR7,13.36448,-81.40478,Colombia,Bajo Felipe,Seaflower,7.5,17/03/2011
1003649,150127.58498137136,36.87171300151095,24.008322274777793,76.08965766573822,26.004481351151682,5.9496110634892805,19.60397182312432,49.63754485510309,86.52877647892792,855.02981966536,1.732158773777548e-4,8.34298987369303,136.166321334031,25.553582886613597,5.328658683137642,33,99,84,5,59,8,15,72,85.7142857142857,3.23500519045216,1.83608785689233,2.24780804040147,1.04932177001858,9486.04854069908,1.00111517536074,263.454636557096,1419.15784616095,-0.457699658568757,1.57824719726707,CAR8,13.32793,-81.41154,Colombia,Tete's Place,Seaflower,8.2,17/03/2011
1003650,60653.09453852385,234.3130498517056,18.994689791312908,8.494806322620622,9.142687676863195,1.0477942611057829,5.665850478434377,16.1222629563373,30.414851124728997,360.3054631177136,1.5073736544565276e-4,15.38685938146175,46.53711408106629,6.71364473954016,6.931721276073028,34,100,95,51,9,6,5,66,69.4736842105263,13.4013229524937,3.5544192068121,1.95749884430529,1.18122034105546,9311.06651765645,1.00536052654053,298.701750153552,614.290012070733,0.512476339240731,-0.239570899861972,CAR7,13.36448,-81.40478,Colombia,Bajo Felipe,Seaflower,9.5,17/03/2011
1003651,35753.07106857511,65.65267392265756,9.64412723399312,15.034205884199084,5.896710614628876,1.5983137079781864,5.381180123007175,14.191880042524538,24.59269571382147,259.5893044791904,1.6492878621024936e-4,8.879283191831467,38.78457575634601,6.979493830985361,5.556932450339371,35,100,95,3,39,18,5,60,63.1578947368421,4.0485033362731,2.17497100812034,5.23227681628525,1.05657180035689,22345.0978087339,1,204.063808732783,4677.90914635582,1.05114571017628,2.98996272890709,CAR10,13.37479,-81.34405,Colombia,Coral Nursery,Seaflower,1,18/03/2011
1003652,9433.529621727634,37.59869195257245,0.4583318769360574,3.012152341583031,2.8475551232340326,0.19652818616742973,1.2920182258837278,3.3172267580690438,6.631981550355304,75.9412688869778,3.0185468614795513e-4,16.879139948113977,9.949208308424348,1.4885464120511576,6.683841516714777,36,100,82,5,74,0,18,79,96.3414634146341,1.53081277740187,1.19811613030374,7.69529072684896,1.03120109775125,34522.8657020499,1.00313017581906,263.190214585642,7473.74638126784,1.27740230212404,4.53190440340769,CAR10,13.37479,-81.34405,Colombia,Coral Nursery,Seaflower,2.5,18/03/2011
1003653,9220.095115755588,35.16472917325609,2.709546250434454,2.2151319165315773,3.017670724255135,0.1318019775773946,1.27930283416424,3.240422507193853,6.716536260766422,77.85402769824286,3.272927975654442e-4,24.585537840591694,9.956958767960275,1.4111048117416347,7.056144012202077,37,100,88,3,72,10,12,85,96.5909090909091,2.89345428167485,1.83911869208315,7.08157351884756,1.04798880214568,32236.1662034185,1.00111517536074,301.636498651874,6809.23420687953,1.6623910957532,3.90761049507967,CAR10,13.37479,-81.34405,Colombia,Coral Nursery,Seaflower,3,18/03/2011
1003654,36581.44008982475,256.7856741009282,0.5520078779605153,0.535826002086959,8.55396800873058,0.39488845081305196,3.965203040973684,10.995795216511185,21.971270551876593,281.9909971980599,2.3383355023002213e-4,27.845319846330003,32.967065768387776,4.3600914917867355,7.561094951903888,38,100,67,1,57,5,33,63,94.0298507462687,2.11063242533018,1.41778547901916,3.7851816502743,1.02084091056599,15699.3720102708,1,219.738019085858,3165.12681700311,0.00123995029465251,2.9788866945917,CAR9,13.3803,-81.33894,Colombia,The Pinacles,Seaflower,4.5,18/03/2011
1003655,30197.872012428335,145.7690173223439,0.4207939884136521,13.560080916548012,6.658788394532809,0.5309964781368096,3.134537404612565,8.854224899347425,17.36432292422167,201.8176224264629,2.2050521943375002e-4,16.674733757963196,26.218547823569097,3.665533882749375,7.15272281261893,39,100,88,1,63,6,12,70,79.5454545454545,2.24795929420022,1.48028342647429,4.33975699281161,1.02379208052589,18569.1124125897,1,243.421170702282,3787.16411460098,0.376398301398934,3.21512268334145,CAR9,13.3803,-81.33894,Colombia,The Pinacles,Seaflower,4.6,18/03/2011
1003656,5088.462344373054,29.94109821930818,0.5220232530716562,0.8065984676939959,1.8265592495500087,0.060032282518184925,0.7417724447332689,1.859378270269996,3.8873654598648004,47.64782238579387,3.589609445709788e-4,30.972973078389195,5.746743730134797,0.8018047272514538,7.167260973671662,40,100,77,2,49,12,23,63,81.8181818181818,3.26412707295792,1.87194042918107,2.85446583879883,1.04264934731152,11523.4409719776,1,219.859139006346,2087.98544483183,-0.187264841504928,2.03018889772467,CAR9,13.3803,-81.33894,Colombia,The Pinacles,Seaflower,5,18/03/2011
1003657,1117.2564063437171,12.94982873246219,0.1880816171200339,0.23139811707184413,0.8275812834265219,0.00936295344266475,0.2771278256572771,0.6412808050264649,1.4598439940998444,18.25364017661816,7.407263710707438e-4,68.49129486261256,2.1011247991263096,0.28649077909994186,7.334004974705785,41,100,66,6,54,5,34,65,98.4848484848485,3.76703979934493,1.76701134020155,4.50671523832222,1.04139658691787,19340.0174550865,1,242.310405698907,3921.94025846321,0.759489361467323,2.89882174958959,CAR9,13.3803,-81.33894,Colombia,The Pinacles,Seaflower,5.5,18/03/2011
1003659,6785.5391114302765,45.20566990834166,4.184024082183993,0.7002736284620166,2.4162104025122586,0.0785556062677185,1.025043164069603,2.741778099488306,5.589414001282601,67.81178400142039,3.560823042699937e-4,34.90238608997927,8.331192100770908,1.1035987703373213,7.549113250846076,42,99,92,39,39,4,7,82,89.1304347826087,11.7139935094747,3.29187480330132,3.05802780929884,1.14593480168137,14887.0266317314,1.00223035072148,368.484065242807,2030.07419135209,1.36310951687484,1.14188008888154,CAR12,13.37159,-81.40394,Colombia,Sena,Seaflower,8.5,19/03/2011
1003660,7638.16342592283,44.70143383931081,1.2031873088942886,0.5295403223734204,1.946648770259208,0.11323265521400168,0.9969833776823909,2.807595862555055,5.481702930390091,66.91092060134261,2.548582246424005e-4,24.794930907951404,8.289298792945146,1.1102160328963926,7.466383611232462,43,100,97,25,54,10,3,89,91.7525773195876,6.92215793643218,2.40823146463302,2.29652870167549,1.09680388573061,10941.6155013015,1.00327374266116,327.138162905886,1282.63223214429,0.327611995887982,1.00751137605607,CAR12,13.37159,-81.40394,Colombia,Sena,Seaflower,9,19/03/2011
1003661,73523.54273993336,15.799167413484053,151.10061311894498,38.46336054325461,5.753439521121721,1.8197717275445568,5.419821662617324,19.55638834526676,31.662063018010322,294.49055516438443,7.825302354475385e-5,10.74661620974542,51.21845136327708,7.239593390161881,7.074769065467061,44,100,86,5,41,13,14,59,68.6046511627907,3.92022728257884,2.14756940705512,4.54392756663299,1.05720259246573,19707.5494948908,1.00014356684211,230.057121188055,3939.07050086981,0.876671092149749,2.77666389405,CAR11,13.37903,-81.42346,Colombia,Tanques Place,Seaflower,35,19/03/2011
1003663,23042.74921810328,148.92302133522634,0.7408950110354526,0.6693609197335066,4.746148937116067,0.3638301131071229,2.7730949481756633,7.553853150300067,14.62886649459101,186.2142857949922,2.0597147033945534e-4,20.76203392234325,22.182719644891076,3.136925061282786,7.071485359557768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1003664,85013.60231705161,272.36245486832996,3.7738751628766236,25.857242120159466,16.063615574232102,1.7195196757826643,9.375217989277681,24.91143115079498,48.68360627690334,556.5566291770939,1.8895347493127156e-4,14.48743594018846,73.59503742769832,11.094737665060345,6.633328308380334,46,100,94,9,69,7,6,85,90.4255319148936,5.31368778002489,2.20789446034227,1.72845682374974,1.06555410913712,7690.65544084466,1,326.439833179692,839.76038892501,-0.49172813690899,0.706965818420647,CAR13,13.3895,-81.38481,Colombia,Starboard Harbour Buoy,Seaflower,6.5,20/03/2011
1003665,28646.75992529927,57.64035802583734,0.43756219188792755,15.51662078506828,5.471823860046107,0.7490931885646885,3.106778808612203,8.784700163067818,16.090689202272618,166.96757281470263,1.9101021806007765e-4,11.727112590490746,24.875389365340435,3.8558719971768913,6.451300609447917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1003667,4058.9200286175846,22.652875577988205,0.17543957705674756,1.5680241059350275,1.584818952177435,0.0550735513536789,0.5777185518636743,1.5025101829693812,3.1648182687893676,35.97058387486299,3.904533572979026e-4,27.281882973559394,4.667328451758749,0.6327921032173531,7.375769115999228,48,100,87,9,64,11,13,84,96.551724137931,5.25600554119158,2.31888991610241,1.72060163867364,1.07597244903625,7614.26264379936,1.00104339193969,310.778744377199,794.240742779368,-0.490915692733635,0.616598837874774,CAR13,13.3895,-81.38481,Colombia,Starboard Harbour Buoy,Seaflower,7.1,20/03/2011
1003668,8944.625110199757,42.447573771233635,8.463716443489764,1.2238392362509136,2.458002638650245,0.11057957499352088,1.0879718474858668,3.0407186302575298,6.135848520466267,72.0992753368789,2.74802197785498e-4,27.498013357672,9.176567150723796,1.1985514224793876,7.6563816775926545,49,100,98,23,42,1,2,66,67.3469387755102,7.41240999977131,2.15490365104256,2.20455870574376,1.06888536148508,9060.89277225808,1,267.18718893567,1230.44128675453,-0.0957393011935152,0.951534807463275,CAR15,13.3987,-81.39579,Colombia,Outer Channel Marker   Providencia,Seaflower,8,20/03/2011
1003669,16141.443213747598,33.675936207244575,25.195591905398473,5.660351817597237,3.0955206512650855,0.3025211640593194,1.5761004436924362,4.818252736088514,8.908094064902064,94.45339174548148,1.9177471371510595e-4,15.926993904941257,13.726346800990578,1.8786216077517555,7.306605409174237,50,100,98,41,26,11,2,78,79.5918367346939,13.2900739858589,3.85031730809384,1.78503279659573,1.16695327184103,9190.20159614771,1.00125874220285,371.400893769908,580.274542298963,0.490282841807738,-0.257165206057129,CAR15,13.3987,-81.39579,Colombia,Outer Channel Marker   Providencia,Seaflower,8.2,20/03/2011
1003670,40034.246955393515,118.0970388526735,13.924713403342674,24.674820993865115,8.13325322867741,1.0480890749962888,4.406224519677336,12.325909206911605,22.581704542385168,240.84559629403918,2.0315739266282557e-4,11.760364172248671,34.90761374929677,5.454313594673625,6.400001236339909,51,100,92,32,17,23,8,72,78.2608695652174,13.5024180424338,5.1199154541184,2.76869416425235,1.24696380000836,15027.0524610124,1.00460426828507,400.39100065358,1675.28887495438,1.76965661142727,0.520639235347512,CAR17,12.58681,-81.71718,Colombia,Montanita,Seaflower,10,21/03/2011
1003671,16896.73956888744,106.68137580081384,7.331125738623007,1.7880629657324143,4.5859693487123305,0.2801589741204167,2.1484849879714245,5.780237003558744,11.556528205745796,140.6560647408558,2.714114951003114e-4,20.63198946850194,17.336765209304538,2.428643962091841,7.138454824960027,52,100,96,23,37,7,4,67,69.7916666666667,8.35247001671121,2.94476391252289,1.80841892544121,1.10782986321604,8582.79915313282,1.00028713368422,323.924412733117,801.365545749649,1.45940145421519e-5,0.324714461634341,CAR17,12.58681,-81.71718,Colombia,Montanita,Seaflower,10.5,21/03/2011
